Tirana	41.3275	19.81889	AL	113	Europe/Tirane
Shkoder	42.06828	19.51258	AL	12	Europe/Tirane
Patos Fshat	40.64278	19.65083	AL	157	Europe/Tirane
Lushnje	40.94194	19.705	AL	22	Europe/Tirane
Lezhe	41.78361	19.64361	AL	7	Europe/Tirane
Lac	41.63556	19.71306	AL	33	Europe/Tirane
Kucove	40.80028	19.91667	AL	58	Europe/Tirane
Kruje	41.50917	19.79278	AL	509	Europe/Tirane
Kavaje	41.18556	19.55694	AL	19	Europe/Tirane
Fier-Cifci	40.71667	19.56667	AL	17	Europe/Tirane
Fier	40.72389	19.55611	AL	20	Europe/Tirane
Durres	41.32306	19.44139	AL	13	Europe/Tirane
Berat	40.70583	19.95222	AL	66	Europe/Tirane
Kapan	39.20754	46.40576	AM	774	Asia/Yerevan
Goris	39.51288	46.33816	AM	1377	Asia/Yerevan
Hats'avan	39.46405	45.97047	AM	1761	Asia/Yerevan
Artashat	39.96144	44.54447	AM	830	Asia/Yerevan
Ararat	39.83166	44.70489	AM	822	Asia/Yerevan
Yerevan	40.18111	44.51361	AM	994	Asia/Yerevan
Ejmiatsin	40.16557	44.29462	AM	877	Asia/Yerevan
Spitak	40.8322	44.2673	AM	1548	Asia/Yerevan
Sevan	40.5484	44.94868	AM	1921	Asia/Yerevan
Masis	40.06762	44.43591	AM	839	Asia/Yerevan
Vanadzor	40.80456	44.4939	AM	1344	Asia/Yerevan
Gavarr	40.35398	45.12386	AM	1953	Asia/Yerevan
Hrazdan	40.49748	44.7662	AM	1762	Asia/Yerevan
Armavir	40.15446	44.03815	AM	870	Asia/Yerevan
Gyumri	40.7942	43.84528	AM	1549	Asia/Yerevan
Ashtarak	40.2991	44.36204	AM	1142	Asia/Yerevan
Abovyan	40.26741	44.62656	AM	1409	Asia/Yerevan
Saurimo	-9.66078	20.39155	AO	1071	Africa/Luanda
Lucapa	-8.41915	20.74466	AO	955	Africa/Luanda
Luau	-10.70727	22.22466	AO	1106	Africa/Luanda
Uige	-7.60874	15.06131	AO	825	Africa/Luanda
Soio	-6.1349	12.36894	AO	10	Africa/Luanda
Nzeto	-7.23116	12.8666	AO	19	Africa/Luanda
N'dalatando	-9.29782	14.91162	AO	795	Africa/Luanda
Mbanza Congo	-6.26703	14.2401	AO	544	Africa/Luanda
Malanje	-9.54015	16.34096	AO	1134	Africa/Luanda
Luanda	-8.83682	13.23432	AO	73	Africa/Luanda
Caxito	-8.57848	13.66425	AO	20	Africa/Luanda
Cabinda	-5.55	12.2	AO	1	Africa/Luanda
Sumbe	-11.20605	13.84371	AO	10	Africa/Luanda
Mocamedes	-15.19611	12.15222	AO	13	Africa/Luanda
Menongue	-14.6585	17.69099	AO	1355	Africa/Luanda
Luena	-11.78333	19.91667	AO	1337	Africa/Luanda
Lubango	-14.91717	13.4925	AO	1760	Africa/Luanda
Longonjo	-12.90667	15.25333	AO	1424	Africa/Luanda
Lobito	-12.3644	13.53601	AO	4	Africa/Luanda
Cuito	-12.38333	16.93333	AO	1715	Africa/Luanda
Huambo	-12.77611	15.73917	AO	1716	Africa/Luanda
Catumbela	-12.43002	13.54677	AO	12	Africa/Luanda
Catabola	-12.15	17.28333	AO	1531	Africa/Luanda
Camacupa	-12.01667	17.48333	AO	1473	Africa/Luanda
Caluquembe	-13.78333	14.68333	AO	1699	Africa/Luanda
Caala	-12.8525	15.56056	AO	1742	Africa/Luanda
Benguela	-12.57626	13.40547	AO	11	Africa/Luanda
Zarate	-34.09814	-59.02858	AR	28	America/Argentina/Buenos_Aires
Villa Ocampo	-28.48752	-59.35515	AR	54	America/Argentina/Cordoba
Villa Lugano	-34.67907	-58.47262	AR	19	America/Argentina/Buenos_Aires
Villaguay	-31.8653	-59.02689	AR	50	America/Argentina/Cordoba
Villa Gesell	-37.26394	-56.97304	AR	9	America/Argentina/Buenos_Aires
Tigre	-34.42603	-58.57962	AR	8	America/Argentina/Buenos_Aires
Tandil	-37.32167	-59.13316	AR	192	America/Argentina/Buenos_Aires
San Vicente	-26.61667	-54.13333	AR	603	America/Argentina/Cordoba
Santo Tome	-28.54939	-56.04077	AR	81	America/Argentina/Cordoba
Santa Elena	-30.94768	-59.78696	AR	66	America/Argentina/Cordoba
San Pedro	-26.62207	-54.10842	AR	554	America/Argentina/Cordoba
San Luis del Palmar	-27.5079	-58.55454	AR	62	America/Argentina/Cordoba
San Lorenzo	-28.13306	-58.76733	AR	64	America/Argentina/Cordoba
San Javier	-30.57781	-59.9317	AR	27	America/Argentina/Cordoba
San Isidro	-34.47145	-58.50776	AR	30	America/Argentina/Buenos_Aires
Saladas	-28.25384	-58.62591	AR	75	America/Argentina/Cordoba
Retiro	-34.58333	-58.38333	AR	7	America/Argentina/Buenos_Aires
Resistencia	-27.46056	-58.98389	AR	56	America/Argentina/Cordoba
Reconquista	-29.15	-59.65	AR	50	America/Argentina/Cordoba
Quilmes	-34.72418	-58.25265	AR	24	America/Argentina/Buenos_Aires
Puerto Rico	-26.79598	-55.02402	AR	147	America/Argentina/Cordoba
Puerto Iguazu	-25.59912	-54.57355	AR	177	America/Argentina/Cordoba
Puerto Esperanza	-26.01517	-54.67306	AR	152	America/Argentina/Cordoba
Puerto Eldorado	-26.40842	-54.69463	AR	102	America/Argentina/Cordoba
Posadas	-27.36708	-55.89608	AR	127	America/Argentina/Cordoba
Pontevedra	-34.74974	-58.68696	AR	23	America/Argentina/Buenos_Aires
Pirane	-25.73239	-59.10879	AR	86	America/Argentina/Cordoba
Paso de los Libres	-29.71311	-57.08991	AR	70	America/Argentina/Cordoba
Obera	-27.48706	-55.11994	AR	345	America/Argentina/Cordoba
Necochea	-38.54726	-58.73675	AR	20	America/Argentina/Buenos_Aires
Moron	-34.65344	-58.61975	AR	29	America/Argentina/Buenos_Aires
Monte Caseros	-30.25359	-57.63626	AR	53	America/Argentina/Cordoba
Montecarlo	-26.5662	-54.757	AR	205	America/Argentina/Cordoba
Mercedes	-34.65146	-59.43068	AR	43	America/Argentina/Buenos_Aires
Mercedes	-29.18186	-58.07895	AR	98	America/Argentina/Cordoba
Mar del Plata	-38.00228	-57.55754	AR	15	America/Argentina/Buenos_Aires
Lujan	-34.57028	-59.105	AR	27	America/Argentina/Buenos_Aires
La Plata	-34.92145	-57.95453	AR	27	America/Argentina/Buenos_Aires
La Paz	-30.74485	-59.64566	AR	56	America/Argentina/Cordoba
Jardin America	-27.04346	-55.22698	AR	227	America/Argentina/Cordoba
Gualeguaychu	-33.00938	-58.51722	AR	14	America/Argentina/Cordoba
Gualeguay	-33.14156	-59.30966	AR	14	America/Argentina/Cordoba
Goya	-29.14003	-59.26256	AR	44	America/Argentina/Cordoba
Gobernador Ingeniero Valentin Virasoro	-28.05	-56.03333	AR	133	America/Argentina/Cordoba
General Jose de San Martin	-26.53743	-59.34158	AR	81	America/Argentina/Cordoba
Garupa	-27.48171	-55.82921	AR	108	America/Argentina/Cordoba
Formosa	-26.17753	-58.17814	AR	70	America/Argentina/Cordoba
Fontana	-27.41813	-59.02392	AR	54	America/Argentina/Cordoba
Federal	-30.95465	-58.78326	AR	67	America/Argentina/Cordoba
Esquina	-30.01444	-59.52719	AR	44	America/Argentina/Cordoba
El Soberbio	-27.29846	-54.19877	AR	156	America/Argentina/Cordoba
Dolores	-36.31322	-57.67918	AR	14	America/Argentina/Buenos_Aires
Curuzu Cuatia	-29.79171	-58.0546	AR	79	America/Argentina/Cordoba
Corrientes	-27.4806	-58.8341	AR	63	America/Argentina/Cordoba
Concordia	-31.39296	-58.02089	AR	30	America/Argentina/Cordoba
Concepcion del Uruguay	-32.48249	-58.23722	AR	16	America/Argentina/Cordoba
Colegiales	-34.57365	-58.44924	AR	27	America/Argentina/Buenos_Aires
Chajari	-30.75048	-57.97962	AR	58	America/Argentina/Cordoba
Campana	-34.16874	-58.95914	AR	17	America/Argentina/Buenos_Aires
Buenos Aires	-34.61315	-58.37723	AR	31	America/Argentina/Buenos_Aires
Barranqueras	-27.48299	-58.93579	AR	52	America/Argentina/Cordoba
Azul	-36.77698	-59.85854	AR	141	America/Argentina/Buenos_Aires
Avellaneda	-29.11761	-59.65834	AR	52	America/Argentina/Cordoba
Aristobulo del Valle	-27.09625	-54.89626	AR	494	America/Argentina/Cordoba
Zapala	-38.89916	-70.05442	AR	1015	America/Argentina/Salta
Yerba Buena	-26.81667	-65.31667	AR	515	America/Argentina/Tucuman
Villa Regina	-39.1	-67.06667	AR	201	America/Argentina/Salta
Villa Paula de Sarmiento	-31.4933	-68.53838	AR	646	America/Argentina/San_Juan
Villa Nueva	-32.43293	-63.24763	AR	204	America/Argentina/Cordoba
Villa Maria	-32.40751	-63.24016	AR	202	America/Argentina/Cordoba
Villa Dolores	-31.94585	-65.18958	AR	523	America/Argentina/Cordoba
Villa Constitucion	-33.22778	-60.3297	AR	32	America/Argentina/Cordoba
Villa Carlos Paz	-31.42414	-64.49778	AR	666	America/Argentina/Cordoba
Villa Angela	-27.57383	-60.71526	AR	79	America/Argentina/Cordoba
Villa Allende	-31.29458	-64.29538	AR	505	America/Argentina/Cordoba
Viedma	-40.81345	-62.99668	AR	8	America/Argentina/Salta
Victoria	-32.61841	-60.15478	AR	52	America/Argentina/Cordoba
Vera	-29.4593	-60.21261	AR	64	America/Argentina/Cordoba
Venado Tuerto	-33.74556	-61.96884	AR	117	America/Argentina/Cordoba
Veinticinco de Mayo	-35.4323	-60.17271	AR	57	America/Argentina/Buenos_Aires
Ushuaia	-54.8	-68.3	AR	52	America/Argentina/Ushuaia
Unquillo	-31.23073	-64.31615	AR	633	America/Argentina/Cordoba
Tres Isletas	-26.34066	-60.43207	AR	102	America/Argentina/Cordoba
Tres Arroyos	-38.37394	-60.27978	AR	113	America/Argentina/Buenos_Aires
Trelew	-43.24895	-65.30505	AR	14	America/Argentina/Catamarca
Termas de Rio Hondo	-27.49983	-64.86042	AR	265	America/Argentina/Cordoba
Tartagal	-22.51636	-63.80131	AR	499	America/Argentina/Salta
Tafi Viejo	-26.73201	-65.25921	AR	629	America/Argentina/Tucuman
Sunchales	-30.94404	-61.56148	AR	98	America/Argentina/Cordoba
Santo Tome	-31.66274	-60.7653	AR	19	America/Argentina/Cordoba
Santiago del Estero	-27.79511	-64.26149	AR	188	America/Argentina/Cordoba
Santa Rosa	-36.61667	-64.28333	AR	179	America/Argentina/Salta
Santa Lucia	-31.53987	-68.49503	AR	620	America/Argentina/San_Juan
Santa Fe de la Vera Cruz	-31.63333	-60.7	AR	21	America/Argentina/Cordoba
San Salvador de Jujuy	-24.19456	-65.29712	AR	1260	America/Argentina/Jujuy
San Ramon de la Nueva Oran	-23.13705	-64.32426	AR	358	America/Argentina/Salta
San Rafael	-34.61772	-68.33007	AR	702	America/Argentina/Mendoza
San Pedro	-24.23127	-64.86614	AR	587	America/Argentina/Jujuy
San Nicolas de los Arroyos	-33.33578	-60.22523	AR	25	America/Argentina/Buenos_Aires
San Miguel de Tucuman	-26.82414	-65.2226	AR	452	America/Argentina/Tucuman
San Martin de los Andes	-40.16038	-71.34865	AR	677	America/Argentina/Salta
San Martin	-33.08103	-68.46814	AR	661	America/Argentina/Mendoza
San Luis	-33.29501	-66.33563	AR	729	America/Argentina/San_Luis
San Justo	-30.78913	-60.59189	AR	59	America/Argentina/Cordoba
San Juan	-31.5375	-68.53639	AR	649	America/Argentina/San_Juan
San Jose de Jachal	-30.24057	-68.74693	AR	1176	America/Argentina/San_Juan
San Jorge	-31.89618	-61.85984	AR	109	America/Argentina/Cordoba
San Francisco	-31.42797	-62.08266	AR	118	America/Argentina/Cordoba
San Fernando del Valle de Catamarca	-28.46957	-65.78524	AR	545	America/Argentina/Catamarca
San Antonio Oeste	-40.73193	-64.94769	AR	12	America/Argentina/Salta
Salta	-24.7859	-65.41166	AR	1183	America/Argentina/Salta
Rufino	-34.26827	-62.71262	AR	118	America/Argentina/Cordoba
Rosario	-32.94682	-60.63932	AR	38	America/Argentina/Cordoba
Rio Tercero	-32.17301	-64.11406	AR	387	America/Argentina/Cordoba
Rio Segundo	-31.6526	-63.9099	AR	341	America/Argentina/Cordoba
Rio Gallegos	-51.62261	-69.21813	AR	15	America/Argentina/Rio_Gallegos
Rio Cuarto	-33.13067	-64.34992	AR	441	America/Argentina/Cordoba
Rio Ceballos	-31.16486	-64.32241	AR	705	America/Argentina/Cordoba
Rawson	-43.30016	-65.10228	AR	13	America/Argentina/Catamarca
Rafaela	-31.25033	-61.4867	AR	103	America/Argentina/Cordoba
Quitilipi	-26.86913	-60.21683	AR	88	America/Argentina/Cordoba
Punta Alta	-38.87588	-62.07359	AR	8	America/Argentina/Buenos_Aires
Puerto Madryn	-42.7692	-65.03851	AR	11	America/Argentina/Catamarca
Presidencia Roque Saenz Pena	-26.78522	-60.43876	AR	97	America/Argentina/Cordoba
Pocito	-31.68333	-68.58333	AR	608	America/Argentina/San_Juan
Plottier	-38.96667	-68.23333	AR	279	America/Argentina/Salta
Pergamino	-33.88995	-60.57357	AR	69	America/Argentina/Buenos_Aires
Perez	-32.99835	-60.76791	AR	37	America/Argentina/Cordoba
Parana	-31.73197	-60.5238	AR	60	America/Argentina/Cordoba
Palpala	-24.25648	-65.21163	AR	1126	America/Argentina/Jujuy
Olavarria	-36.89272	-60.32254	AR	170	America/Argentina/Buenos_Aires
Nueve de Julio	-35.44437	-60.88313	AR	80	America/Argentina/Buenos_Aires
Neuquen	-38.95161	-68.0591	AR	281	America/Argentina/Salta
Morteros	-30.71164	-61.99862	AR	99	America/Argentina/Cordoba
Monteros	-27.16742	-65.49832	AR	360	America/Argentina/Tucuman
Mendoza	-32.89084	-68.82717	AR	746	America/Argentina/Mendoza
Marcos Juarez	-32.6978	-62.10672	AR	117	America/Argentina/Cordoba
Machagai	-26.92614	-60.04956	AR	90	America/Argentina/Cordoba
Lincoln	-34.86649	-61.5302	AR	92	America/Argentina/Buenos_Aires
Libertador General San Martin	-23.80644	-64.78757	AR	485	America/Argentina/Jujuy
Las Brenas	-27.08966	-61.08161	AR	104	America/Argentina/Cordoba
La Rioja	-29.41105	-66.85067	AR	502	America/Argentina/La_Rioja
La Falda	-31.08841	-64.48987	AR	947	America/Argentina/Cordoba
La Calera	-31.34377	-64.33529	AR	495	America/Argentina/Cordoba
Laboulaye	-34.12662	-63.39119	AR	143	America/Argentina/Cordoba
Junin	-34.58382	-60.94332	AR	83	America/Argentina/Buenos_Aires
Joaquin V. Gonzalez	-25.08333	-64.18333	AR	400	America/Argentina/Salta
Jesus Maria	-30.98153	-64.09424	AR	533	America/Argentina/Cordoba
Granadero Baigorria	-32.85683	-60.71754	AR	32	America/Argentina/Cordoba
Gobernador Galvez	-33.03016	-60.64045	AR	28	America/Argentina/Cordoba
General Roca	-39.03333	-67.58333	AR	237	America/Argentina/Salta
General Pinedo	-27.31667	-61.28333	AR	95	America/Argentina/Cordoba
General Pico	-35.65662	-63.75682	AR	143	America/Argentina/Salta
General Enrique Mosconi	-22.59588	-63.81255	AR	481	America/Argentina/Salta
Galvez	-32.02927	-61.22103	AR	57	America/Argentina/Cordoba
Firmat	-33.45937	-61.4832	AR	109	America/Argentina/Cordoba
Famailla	-27.05413	-65.40329	AR	368	America/Argentina/Tucuman
Esquel	-42.91147	-71.31947	AR	577	America/Argentina/Catamarca
Esperanza	-31.4488	-60.93173	AR	40	America/Argentina/Cordoba
Embarcacion	-23.20898	-64.09605	AR	291	America/Argentina/Salta
Embalse	-32.18	-64.41809	AR	561	America/Argentina/Cordoba
El Bolson	-41.96051	-71.53336	AR	320	America/Argentina/Salta
Diamante	-32.06641	-60.63836	AR	71	America/Argentina/Cordoba
Dean Funes	-30.42036	-64.34984	AR	691	America/Argentina/Cordoba
Cutral-Co	-38.93424	-69.23052	AR	613	America/Argentina/Salta
Cruz del Eje	-30.72644	-64.80387	AR	465	America/Argentina/Cordoba
Crespo	-32.02873	-60.30658	AR	109	America/Argentina/Cordoba
Cosquin	-31.24508	-64.46563	AR	707	America/Argentina/Cordoba
Coronel Suarez	-37.45467	-61.93343	AR	239	America/Argentina/Buenos_Aires
Coronda	-31.97263	-60.91982	AR	19	America/Argentina/Cordoba
Cordoba	-31.4135	-64.18105	AR	395	America/Argentina/Cordoba
Comodoro Rivadavia	-45.86414	-67.49656	AR	65	America/Argentina/Catamarca
Cipolletti	-38.93392	-67.99032	AR	267	America/Argentina/Salta
Cinco Saltos	-38.82224	-68.06293	AR	288	America/Argentina/Salta
Chivilcoy	-34.89566	-60.01667	AR	60	America/Argentina/Buenos_Aires
Chimbas	-31.48333	-68.53333	AR	642	America/Argentina/San_Juan
Chilecito	-29.16195	-67.4974	AR	1125	America/Argentina/La_Rioja
Charata	-27.21438	-61.18795	AR	98	America/Argentina/Cordoba
Chacabuco	-34.64167	-60.47389	AR	73	America/Argentina/Buenos_Aires
Centenario	-38.82955	-68.1318	AR	292	America/Argentina/Salta
Caucete	-31.65179	-68.28105	AR	578	America/Argentina/San_Juan
Catriel	-37.87907	-67.7956	AR	323	America/Argentina/Salta
Castelli	-25.94679	-60.61947	AR	113	America/Argentina/Cordoba
Casilda	-33.04417	-61.16806	AR	79	America/Argentina/Cordoba
Carcarana	-32.85679	-61.15331	AR	59	America/Argentina/Cordoba
Vera	-29.4593	-60.21261	AR	64	America/Argentina/Cordoba
Venado Tuerto	-33.74556	-61.96884	AR	117	America/Argentina/Cordoba
Veinticinco de Mayo	-35.4323	-60.17271	AR	57	America/Argentina/Buenos_Aires
Ushuaia	-54.8	-68.3	AR	52	America/Argentina/Ushuaia
Unquillo	-31.23073	-64.31615	AR	633	America/Argentina/Cordoba
Tres Isletas	-26.34066	-60.43207	AR	102	America/Argentina/Cordoba
Tres Arroyos	-38.37394	-60.27978	AR	113	America/Argentina/Buenos_Aires
Trelew	-43.24895	-65.30505	AR	14	America/Argentina/Catamarca
Termas de Rio Hondo	-27.49983	-64.86042	AR	265	America/Argentina/Cordoba
Tartagal	-22.51636	-63.80131	AR	499	America/Argentina/Salta
Tafi Viejo	-26.73201	-65.25921	AR	629	America/Argentina/Tucuman
Sunchales	-30.94404	-61.56148	AR	98	America/Argentina/Cordoba
Santo Tome	-31.66274	-60.7653	AR	19	America/Argentina/Cordoba
Santiago del Estero	-27.79511	-64.26149	AR	188	America/Argentina/Cordoba
Santa Rosa	-36.61667	-64.28333	AR	179	America/Argentina/Salta
Santa Lucia	-31.53987	-68.49503	AR	620	America/Argentina/San_Juan
Santa Fe de la Vera Cruz	-31.63333	-60.7	AR	21	America/Argentina/Cordoba
San Salvador de Jujuy	-24.19456	-65.29712	AR	1260	America/Argentina/Jujuy
San Ramon de la Nueva Oran	-23.13705	-64.32426	AR	358	America/Argentina/Salta
San Rafael	-34.61772	-68.33007	AR	702	America/Argentina/Mendoza
San Pedro	-24.23127	-64.86614	AR	587	America/Argentina/Jujuy
San Nicolas de los Arroyos	-33.33578	-60.22523	AR	25	America/Argentina/Buenos_Aires
San Miguel de Tucuman	-26.82414	-65.2226	AR	452	America/Argentina/Tucuman
San Martin de los Andes	-40.16038	-71.34865	AR	677	America/Argentina/Salta
San Martin	-33.08103	-68.46814	AR	661	America/Argentina/Mendoza
San Luis	-33.29501	-66.33563	AR	729	America/Argentina/San_Luis
San Justo	-30.78913	-60.59189	AR	59	America/Argentina/Cordoba
San Juan	-31.5375	-68.53639	AR	649	America/Argentina/San_Juan
San Jose de Jachal	-30.24057	-68.74693	AR	1176	America/Argentina/San_Juan
San Jorge	-31.89618	-61.85984	AR	109	America/Argentina/Cordoba
San Francisco	-31.42797	-62.08266	AR	118	America/Argentina/Cordoba
San Fernando del Valle de Catamarca	-28.46957	-65.78524	AR	545	America/Argentina/Catamarca
San Antonio Oeste	-40.73193	-64.94769	AR	12	America/Argentina/Salta
Salta	-24.7859	-65.41166	AR	1183	America/Argentina/Salta
Rufino	-34.26827	-62.71262	AR	118	America/Argentina/Cordoba
Rosario	-32.94682	-60.63932	AR	38	America/Argentina/Cordoba
Rio Tercero	-32.17301	-64.11406	AR	387	America/Argentina/Cordoba
Rio Segundo	-31.6526	-63.9099	AR	341	America/Argentina/Cordoba
Rio Gallegos	-51.62261	-69.21813	AR	15	America/Argentina/Rio_Gallegos
Rio Cuarto	-33.13067	-64.34992	AR	441	America/Argentina/Cordoba
Rio Ceballos	-31.16486	-64.32241	AR	705	America/Argentina/Cordoba
Rawson	-43.30016	-65.10228	AR	13	America/Argentina/Catamarca
Rafaela	-31.25033	-61.4867	AR	103	America/Argentina/Cordoba
Quitilipi	-26.86913	-60.21683	AR	88	America/Argentina/Cordoba
Punta Alta	-38.87588	-62.07359	AR	8	America/Argentina/Buenos_Aires
Puerto Madryn	-42.7692	-65.03851	AR	11	America/Argentina/Catamarca
Presidencia Roque Saenz Pena	-26.78522	-60.43876	AR	97	America/Argentina/Cordoba
Pocito	-31.68333	-68.58333	AR	608	America/Argentina/San_Juan
Plottier	-38.96667	-68.23333	AR	279	America/Argentina/Salta
Pergamino	-33.88995	-60.57357	AR	69	America/Argentina/Buenos_Aires
Perez	-32.99835	-60.76791	AR	37	America/Argentina/Cordoba
Parana	-31.73197	-60.5238	AR	60	America/Argentina/Cordoba
Palpala	-24.25648	-65.21163	AR	1126	America/Argentina/Jujuy
Olavarria	-36.89272	-60.32254	AR	170	America/Argentina/Buenos_Aires
Nueve de Julio	-35.44437	-60.88313	AR	80	America/Argentina/Buenos_Aires
Neuquen	-38.95161	-68.0591	AR	281	America/Argentina/Salta
Morteros	-30.71164	-61.99862	AR	99	America/Argentina/Cordoba
Monteros	-27.16742	-65.49832	AR	360	America/Argentina/Tucuman
Mendoza	-32.89084	-68.82717	AR	746	America/Argentina/Mendoza
Marcos Juarez	-32.6978	-62.10672	AR	117	America/Argentina/Cordoba
Machagai	-26.92614	-60.04956	AR	90	America/Argentina/Cordoba
Lincoln	-34.86649	-61.5302	AR	92	America/Argentina/Buenos_Aires
Libertador General San Martin	-23.80644	-64.78757	AR	485	America/Argentina/Jujuy
Las Brenas	-27.08966	-61.08161	AR	104	America/Argentina/Cordoba
La Rioja	-29.41105	-66.85067	AR	502	America/Argentina/La_Rioja
La Falda	-31.08841	-64.48987	AR	947	America/Argentina/Cordoba
La Calera	-31.34377	-64.33529	AR	495	America/Argentina/Cordoba
Laboulaye	-34.12662	-63.39119	AR	143	America/Argentina/Cordoba
Junin	-34.58382	-60.94332	AR	83	America/Argentina/Buenos_Aires
Joaquin V. Gonzalez	-25.08333	-64.18333	AR	400	America/Argentina/Salta
Jesus Maria	-30.98153	-64.09424	AR	533	America/Argentina/Cordoba
Granadero Baigorria	-32.85683	-60.71754	AR	32	America/Argentina/Cordoba
Gobernador Galvez	-33.03016	-60.64045	AR	28	America/Argentina/Cordoba
General Roca	-39.03333	-67.58333	AR	237	America/Argentina/Salta
General Pinedo	-27.31667	-61.28333	AR	95	America/Argentina/Cordoba
General Pico	-35.65662	-63.75682	AR	143	America/Argentina/Salta
General Enrique Mosconi	-22.59588	-63.81255	AR	481	America/Argentina/Salta
Galvez	-32.02927	-61.22103	AR	57	America/Argentina/Cordoba
Firmat	-33.45937	-61.4832	AR	109	America/Argentina/Cordoba
Famailla	-27.05413	-65.40329	AR	368	America/Argentina/Tucuman
Esquel	-42.91147	-71.31947	AR	577	America/Argentina/Catamarca
Esperanza	-31.4488	-60.93173	AR	40	America/Argentina/Cordoba
